teamFifaCode,teamName,playerName,firstNames,lastName,shirtName,position,shirtNumber,club,dateOfBirth,heightCm
CPV,Cabo Verde,Telmo Arcanjo,Telmo,Arcanjo,Arcanjo,MID,18,Vitória de Guimarães,2001-06-21,
CPV,Cabo Verde,Dailon Livramento,Dailon,Livramento,Livramento,FWD,19,Casa Pia,2001-05-04,
CPV,Cabo Verde,Ryan Mendes,Ryan,Mendes,Mendes,FWD,20,Iğdır,1990-01-08,
CPV,Cabo Verde,Nuno da Costa,Nuno,Da Costa,Costa,MID,21,İstanbul Başakşehir,1991-02-10,
CPV,Cabo Verde,Steven Moreira,Steven,Moreira,Moreira,DEF,22,Columbus Crew,1994-08-13,
CPV,Cabo Verde,CJ dos Santos,Cj,Dos Santos,Santos,GK,23,San Diego FC,2000-08-24,
CPV,Cabo Verde,Wagner Pina,Wagner,Pina,Pina,DEF,24,Trabzonspor,2002-11-03,
CPV,Cabo Verde,Kelvin Pires,Kelvin,Pires,Pires,DEF,25,SJK,2000-06-05,
CPV,Cabo Verde,Hélio Varela,Helio,Varela,Varela,MID,26,Maccabi Tel Aviv,2002-05-03,
KSA,Arábia Saudita,Nawaf Al-Aqidi,Nawaf,Aqidi,Al-Aqidi,GK,1,Al-Nassr,2000-05-10,
KSA,Arábia Saudita,Ali Majrashi,Ali,Majrashi,Majrashi,DEF,2,Al-Ahli,1999-10-02,
KSA,Arábia Saudita,Ali Lajami,Ali,Lajami,Lajami,DEF,3,Al-Hilal,1996-04-24,
KSA,Arábia Saudita,Abdulelah Al-Amri,Abdulelah,Amri,Al-Amri,DEF,4,Al-Nassr,1997-01-15,
KSA,Arábia Saudita,Hassan Al-Tambakti,Hassan,Tambakti,Al-Tambakti,DEF,5,Al-Hilal,1999-02-09,
KSA,Arábia Saudita,Nasser Al-Dawsari,Nasser,Dawsari,Al-Dawsari,MID,6,Al-Hilal,1998-12-19,
KSA,Arábia Saudita,Musab Al-Juwayr,Musab,Juwayr,Al-Juwayr,MID,7,Al-Qadsiah,2003-06-20,
KSA,Arábia Saudita,Ayman Yahya,Ayman,Yahya,Yahya,FWD,8,Al-Nassr,2001-05-14,
KSA,Arábia Saudita,Firas Al-Buraikan,Firas,Buraikan,Al-Buraikan,FWD,9,Al-Ahli,2000-05-14,
KSA,Arábia Saudita,Salem Al-Dawsari,Salem,Dawsari,Al-Dawsari,FWD,10,Al-Hilal,1991-08-19,
KSA,Arábia Saudita,Saleh Al-Shehri,Saleh,Shehri,Al-Shehri,FWD,11,Al-Ittihad,1993-11-01,
KSA,Arábia Saudita,Saud Abdulhamid,Saud,Abdulhamid,Abdulhamid,DEF,12,Lens,1999-07-18,
KSA,Arábia Saudita,Nawaf Boushal,Nawaf,Boushal,Boushal,DEF,13,Al-Nassr,1999-09-16,
KSA,Arábia Saudita,Hassan Kadesh,Hassan,Kadesh,Kadesh,DEF,14,Al-Ittihad,1992-09-26,
KSA,Arábia Saudita,Abdullah Al-Khaibari,Abdullah,Khaibari,Al-Khaibari,MID,15,Al-Nassr,1996-08-16,
KSA,Arábia Saudita,Ziyad Al-Johani,Ziyad,Johani,Al-Johani,MID,16,Al-Ahli,2001-11-11,
KSA,Arábia Saudita,Khalid Al-Ghannam,Khalid,Ghannam,Al-Ghannam,FWD,17,Al-Ettifaq,2000-11-08,
KSA,Arábia Saudita,Alaa Al-Hejji,Alaa,Hejji,Al-Hejji,MID,18,Neom,1995-12-03,
KSA,Arábia Saudita,Abdullah Al-Hamdan,Abdullah,Hamdan,Al-Hamdan,FWD,19,Al-Nassr,1999-09-13,
KSA,Arábia Saudita,Sultan Mandash,Sultan,Mandash,Mandash,FWD,20,Al-Hilal,1994-10-17,
KSA,Arábia Saudita,Mohammed Al-Owais,Mohammed,Owais,Al-Owais,GK,21,Al-Ula,1991-10-10,
KSA,Arábia Saudita,Ahmed Al-Kassar,Ahmed,Kassar,Al-Kassar,GK,22,Al-Qadsiah,1991-05-08,
KSA,Arábia Saudita,Mohamed Kanno,Mohamed,Kanno,Kanno,MID,23,Al-Hilal,1994-09-22,
KSA,Arábia Saudita,Moteb Al-Harbi,Moteb,Harbi,Al-Harbi,DEF,24,Al-Hilal,2000-02-20,
KSA,Arábia Saudita,Jehad Thakri,Jehad,Thakri,Thakri,DEF,25,Al-Qadsiah,2001-07-21,
KSA,Arábia Saudita,Mohammed Abu Al-Shamat,Mohammed,Abu Shamat,Al-Shamat,DEF,26,Al-Qadsiah,2002-08-11,
ESP,Espanha,David Raya,David,Raya,Raya,GK,1,Arsenal,1995-09-15,
ESP,Espanha,Marc Pubill,Marc,Pubill,Pubill,DEF,2,Atlético Madrid,2003-06-20,
ESP,Espanha,Álex Grimaldo,Alex,Grimaldo,Grimaldo,DEF,3,Bayer Leverkusen,1995-09-20,
ESP,Espanha,Eric García,Eric,Garcia,García,DEF,4,Barcelona,2001-01-09,
ESP,Espanha,Marcos Llorente,Marcos,Llorente,Llorente,DEF,5,Atlético Madrid,1995-01-30,
ESP,Espanha,Mikel Merino,Mikel,Merino,Merino,MID,6,Arsenal,1996-06-22,
ESP,Espanha,Ferran Torres,Ferran,Torres,Torres,FWD,7,Barcelona,2000-02-29,
ESP,Espanha,Fabián Ruiz,Fabian,Ruiz,Ruiz,MID,8,Paris Saint-Germain,1996-04-03,
ESP,Espanha,Gavi,,Gavi,Gavi,MID,9,Barcelona,2004-08-05,
ESP,Espanha,Dani Olmo,Dani,Olmo,Olmo,FWD,10,Barcelona,1998-05-07,
ESP,Espanha,Yéremy Pino,Yeremy,Pino,Pino,FWD,11,Crystal Palace,2002-10-20,
ESP,Espanha,Pedro Porro,Pedro,Porro,Porro,DEF,12,Tottenham Hotspur,1999-09-13,
ESP,Espanha,Joan Garcia,Joan,Garcia,Garcia,GK,13,Barcelona,2001-05-04,
ESP,Espanha,Aymeric Laporte,Aymeric,Laporte,Laporte,DEF,14,Athletic Bilbao,1994-05-27,
ESP,Espanha,Álex Baena,Alex,Baena,Baena,MID,15,Atlético Madrid,2001-07-20,
ESP,Espanha,Rodri,,Rodri,Rodri,MID,16,Manchester City,1996-06-22,
ESP,Espanha,Nico Williams,Nico,Williams,Williams,FWD,17,Athletic Bilbao,2002-07-12,
ESP,Espanha,Martín Zubimendi,Martin,Zubimendi,Zubimendi,MID,18,Arsenal,1999-02-02,
ESP,Espanha,Lamine Yamal,Lamine,Yamal,Yamal,FWD,19,Barcelona,2007-07-13,
ESP,Espanha,Pedri,,Pedri,Pedri,MID,20,Barcelona,2002-11-25,
ESP,Espanha,Mikel Oyarzabal,Mikel,Oyarzabal,Oyarzabal,FWD,21,Real Sociedad,1997-04-21,
ESP,Espanha,Pau Cubarsí,Pau,Cubarsi,Cubarsí,DEF,22,Barcelona,2007-01-22,
ESP,Espanha,Unai Simón,Unai,Simon,Simón,GK,23,Athletic Bilbao,1997-06-11,
ESP,Espanha,Marc Cucurella,Marc,Cucurella,Cucurella,DEF,24,Chelsea,1998-07-22,
ESP,Espanha,Víctor Muñoz,Victor,Munoz,Muñoz,FWD,25,Osasuna,2003-07-13,
ESP,Espanha,Borja Iglesias,Borja,Iglesias,Iglesias,FWD,26,Celta Vigo,1993-01-17,
URU,Uruguai,Sergio Rochet,Sergio,Rochet,Rochet,GK,1,Internacional,1993-03-23,
URU,Uruguai,José María Giménez,Jose Maria,Gimenez,Giménez,DEF,2,Atlético Madrid,1995-01-20,
URU,Uruguai,Sebastián Cáceres,Sebastian,Caceres,Cáceres,DEF,3,América,1999-08-18,
URU,Uruguai,Ronald Araújo,Ronald,Araujo,Araújo,DEF,4,Barcelona,1999-03-07,
URU,Uruguai,Manuel Ugarte,Manuel,Ugarte,Ugarte,MID,5,Manchester United,2001-04-11,
URU,Uruguai,Rodrigo Bentancur,Rodrigo,Bentancur,Bentancur,MID,6,Tottenham Hotspur,1997-06-25,
URU,Uruguai,Nicolás de la Cruz,Nicolas de la,Cruz,Cruz,MID,7,Flamengo,1997-06-01,
URU,Uruguai,Federico Valverde,Federico,Valverde,Valverde,MID,8,Real Madrid,1998-07-22,
URU,Uruguai,Darwin Núñez,Darwin,Nunez,Núñez,FWD,9,Al-Hilal,1999-06-24,
URU,Uruguai,Giorgian de Arrascaeta,Giorgian de,Arrascaeta,Arrascaeta,MID,10,Flamengo,1994-06-01,
URU,Uruguai,Facundo Pellistri,Facundo,Pellistri,Pellistri,FWD,11,Panathinaikos,2001-12-20,
URU,Uruguai,Santiago Mele,Santiago,Mele,Mele,GK,12,Monterrey,1997-09-06,
URU,Uruguai,Guillermo Varela,Guillermo,Varela,Varela,DEF,13,Flamengo,1993-03-24,
URU,Uruguai,Agustín Canobbio,Agustin,Canobbio,Canobbio,MID,14,Fluminense,1998-10-01,
URU,Uruguai,Emiliano Martínez,Emiliano,Martinez,Martínez,MID,15,Palmeiras,1999-08-17,
URU,Uruguai,Mathías Olivera,Mathias,Olivera,Olivera,DEF,16,Napoli,1997-10-31,
URU,Uruguai,Matías Viña,Matias,Vina,Viña,DEF,17,River Plate,1997-11-09,
URU,Uruguai,Brian Rodríguez,Brian,Rodriguez,Rodríguez,FWD,18,América,2000-05-20,
URU,Uruguai,Rodrigo Aguirre,Rodrigo,Aguirre,Aguirre,FWD,19,Tigres UANL,1994-10-01,
URU,Uruguai,Maximiliano Araújo,Maximiliano,Araujo,Araújo,MID,20,Sporting CP,2000-02-15,
URU,Uruguai,Federico Viñas,Federico,Vinas,Viñas,FWD,21,Oviedo,1998-06-30,
URU,Uruguai,Joaquín Piquerez,Joaquin,Piquerez,Piquerez,MID,22,Palmeiras,1998-08-24,
URU,Uruguai,Fernando Muslera,Fernando,Muslera,Muslera,GK,23,Estudiantes,1986-06-16,
URU,Uruguai,Santiago Bueno,Santiago,Bueno,Bueno,DEF,24,Wolverhampton Wanderers,1998-11-09,
URU,Uruguai,Juan Manuel Sanabria,Juan Manuel,Sanabria,Sanabria,MID,25,Real Salt Lake,2000-03-29,
URU,Uruguai,Rodrigo Zalazar,Rodrigo,Zalazar,Zalazar,MID,26,Braga,1999-08-12,
FRA,França,Brice Samba,Brice,Samba,Samba,GK,1,Rennes,1994-04-25,
FRA,França,Malo Gusto,Malo,Gusto,Gusto,DEF,2,Chelsea,2003-05-19,
FRA,França,Lucas Digne,Lucas,Digne,Digne,DEF,3,Aston Villa,1993-07-20,
FRA,França,Dayot Upamecano,Dayot,Upamecano,Upamecano,DEF,4,Bayern Munich,1998-10-27,
FRA,França,Jules Koundé,Jules,Kounde,Koundé,DEF,5,Barcelona,1998-11-12,
FRA,França,Manu Koné,Manu,Kone,Koné,MID,6,Roma,2001-05-17,
FRA,França,Ousmane Dembélé,Ousmane,Dembele,Dembélé,FWD,7,Paris Saint-Germain,1997-05-15,
FRA,França,Aurélien Tchouaméni,Aurelien,Tchouameni,Tchouaméni,MID,8,Real Madrid,2000-01-27,
FRA,França,Marcus Thuram,Marcus,Thuram,Thuram,FWD,9,Inter Milan,1997-08-06,
FRA,França,Kylian Mbappé,Kylian,Mbappe,Mbappé,FWD,10,Real Madrid,1998-12-20,
FRA,França,Michael Olise,Michael,Olise,Olise,FWD,11,Bayern Munich,2001-12-12,
FRA,França,Bradley Barcola,Bradley,Barcola,Barcola,FWD,12,Paris Saint-Germain,2002-09-02,
FRA,França,N'Golo Kanté,Ngolo,Kante,Kanté,MID,13,Fenerbahçe,1991-03-29,
FRA,França,Adrien Rabiot,Adrien,Rabiot,Rabiot,MID,14,Milan,1995-04-03,
FRA,França,Ibrahima Konaté,Ibrahima,Konate,Konaté,DEF,15,Liverpool,1999-05-25,
FRA,França,Mike Maignan,Mike,Maignan,Maignan,GK,16,Milan,1995-07-03,
FRA,França,William Saliba,William,Saliba,Saliba,DEF,17,Arsenal,2001-03-24,
FRA,França,Warren Zaïre-Emery,Warren,Zaire-Emery,Zaïre-Emery,MID,18,Paris Saint-Germain,2006-03-08,
FRA,França,Théo Hernandez,Theo,Hernandez,Hernandez,DEF,19,Al-Hilal,1997-10-06,
FRA,França,Désiré Doué,Desire,Doue,Doué,FWD,20,Paris Saint-Germain,2005-06-03,
FRA,França,Lucas Hernandez,Lucas,Hernandez,Hernandez,DEF,21,Paris Saint-Germain,1996-02-14,
FRA,França,Jean-Philippe Mateta,Jean-Philippe,Mateta,Mateta,FWD,22,Crystal Palace,1997-06-28,
FRA,França,Robin Risser,Robin,Risser,Risser,GK,23,Lens,2004-12-02,
FRA,França,Rayan Cherki,Rayan,Cherki,Cherki,MID,24,Manchester City,2003-08-17,
FRA,França,Maghnes Akliouche,Maghnes,Akliouche,Akliouche,MID,25,Monaco,2002-02-25,
FRA,França,Maxence Lacroix,Maxence,Lacroix,Lacroix,DEF,26,Crystal Palace,2000-04-06,
IRQ,Iraque,Fahad Talib,Fahad,Talib,Talib,GK,1,Al-Talaba,1994-10-21,
IRQ,Iraque,Rebin Sulaka,Rebin,Sulaka,Sulaka,DEF,2,Port,1992-04-12,
IRQ,Iraque,Hussein Ali,Hussein,Ali,Ali,DEF,3,Pogoń Szczecin,2002-03-01,
IRQ,Iraque,Zaid Tahseen,Zaid,Tahseen,Tahseen,DEF,4,Pakhtakor,2001-01-29,
IRQ,Iraque,Akam Hashim,Akam,Hashim,Hashim,DEF,5,Al-Zawraa,1998-08-16,
IRQ,Iraque,Manaf Younis,Manaf,Younis,Younis,DEF,6,Al-Shorta,1996-11-16,
IRQ,Iraque,Youssef Amyn,Youssef,Amyn,Amyn,MID,7,AEK Larnaca,2003-08-21,
IRQ,Iraque,Ibrahim Bayesh,Ibrahim,Bayesh,Bayesh,MID,8,Al Dhafra,2000-05-01,
IRQ,Iraque,Ali Al-Hamadi,Ali,Hamadi,Al-Hamadi,FWD,9,Luton Town,2002-03-01,
IRQ,Iraque,Mohanad Ali,Mohanad,Ali,Ali,FWD,10,Dibba,2000-06-20,
IRQ,Iraque,Ahmed Qasem,Ahmed,Qasem,Qasem,FWD,11,Nashville SC,2003-07-12,
IRQ,Iraque,Jalal Hassan,Jalal,Hassan,Hassan,GK,12,Al-Zawraa,1991-05-18,
IRQ,Iraque,Ali Yousif,Ali,Yousif,Yousif,FWD,13,Al-Talaba,1996-01-19,
IRQ,Iraque,Zidane Iqbal,Zidane,Iqbal,Iqbal,MID,14,Utrecht,2003-04-27,
IRQ,Iraque,Ahmed Maknzi,Ahmed,Maknzi,Maknzi,DEF,15,Al-Karma,2001-09-24,
IRQ,Iraque,Amir Al-Ammari,Amir,Ammari,Al-Ammari,MID,16,Cracovia,1997-07-27,
IRQ,Iraque,Ali Jasim,Ali,Jasim,Jasim,FWD,17,Al-Najma,2004-01-20,
IRQ,Iraque,Aymen Hussein,Aymen,Hussein,Hussein,FWD,18,Al-Karma,1996-03-22,
IRQ,Iraque,Kevin Yakob,Kevin,Yakob,Yakob,MID,19,AGF,2000-10-10,
IRQ,Iraque,Aimar Sher,Aimar,Sher,Sher,MID,20,Sarpsborg 08,2002-12-20,
IRQ,Iraque,Marko Farji,Marko,Farji,Farji,FWD,21,Venezia,2004-03-16,
IRQ,Iraque,Ahmed Basil,Ahmed,Basil,Basil,GK,22,Al-Shorta,1996-08-19,
IRQ,Iraque,Merchas Doski,Merchas,Doski,Doski,DEF,23,Viktoria Plzeň,1999-12-07,
IRQ,Iraque,Zaid Ismail,Zaid,Ismail,Ismail,MID,24,Al-Talaba,2002-01-03,
IRQ,Iraque,Mustafa Saadoon,Mustafa,Saadoon,Saadoon,DEF,25,Al-Shorta,2001-05-25,
IRQ,Iraque,Frans Putros,Frans,Putros,Putros,DEF,26,Persib,1993-07-14,
NOR,Noruega,Ørjan Nyland,Orjan,Nyland,Nyland,GK,1,Sevilla,1990-09-10,
NOR,Noruega,Morten Thorsby,Morten,Thorsby,Thorsby,MID,2,Cremonese,1996-05-05,
NOR,Noruega,Kristoffer Ajer,Kristoffer,Ajer,Ajer,DEF,3,Brentford,1998-04-17,
NOR,Noruega,Leo Østigård,Leo,Ostigard,Østigård,DEF,4,Genoa,1999-11-28,
NOR,Noruega,David Møller Wolfe,David,Moller Wolfe,Wolfe,DEF,5,Wolverhampton Wanderers,2002-04-23,
NOR,Noruega,Patrick Berg,Patrick,Berg,Berg,MID,6,Bodø/Glimt,1997-11-24,
NOR,Noruega,Alexander Sørloth,Alexander,Sorloth,Sørloth,FWD,7,Atlético Madrid,1995-12-05,
NOR,Noruega,Sander Berge,Sander,Berge,Berge,MID,8,Fulham,1998-02-14,
NOR,Noruega,Erling Haaland,Erling,Haaland,Haaland,FWD,9,Manchester City,2000-07-21,
NOR,Noruega,Martin Ødegaard,Martin,Odegaard,Ødegaard,MID,10,Arsenal,1998-12-17,
NOR,Noruega,Jørgen Strand Larsen,Jorgen,Strand Larsen,Larsen,FWD,11,Crystal Palace,2000-02-06,
NOR,Noruega,Sander Tangvik,Sander,Tangvik,Tangvik,GK,12,Hamburger SV,2002-11-29,
NOR,Noruega,Egil Selvik,Egil,Selvik,Selvik,GK,13,Watford,1997-07-30,
NOR,Noruega,Fredrik Aursnes,Fredrik,Aursnes,Aursnes,MID,14,Benfica,1995-12-10,
NOR,Noruega,Fredrik André Bjørkan,Fredrik Andre,Bjorkan,Bjørkan,DEF,15,Bodø/Glimt,1998-08-21,
NOR,Noruega,Marcus Holmgren Pedersen,Marcus Holmgren,Pedersen,Pedersen,DEF,16,Torino,2000-07-16,
NOR,Noruega,Torbjørn Heggem,Torbjorn,Heggem,Heggem,DEF,17,Bologna,1999-01-12,
NOR,Noruega,Kristian Thorstvedt,Kristian,Thorstvedt,Thorstvedt,MID,18,Sassuolo,1999-03-13,
NOR,Noruega,Thelo Aasgaard,Thelo,Aasgaard,Aasgaard,MID,19,Rangers,2002-05-02,
NOR,Noruega,Antonio Nusa,Antonio,Nusa,Nusa,MID,20,RB Leipzig,2005-04-17,
NOR,Noruega,Andreas Schjelderup,Andreas,Schjelderup,Schjelderup,MID,21,Benfica,2004-06-01,
NOR,Noruega,Oscar Bobb,Oscar,Bobb,Bobb,MID,22,Fulham,2003-07-12,
NOR,Noruega,Jens Petter Hauge,Jens Petter,Hauge,Hauge,MID,23,Bodø/Glimt,1999-10-12,
NOR,Noruega,Sondre Langås,Sondre,Langas,Langås,DEF,24,Derby County,2001-02-02,
NOR,Noruega,Henrik Falchener,Henrik,Falchener,Falchener,DEF,25,Viking,2003-05-08,
NOR,Noruega,Julian Ryerson,Julian,Ryerson,Ryerson,DEF,26,Borussia Dortmund,1997-11-17,
SEN,Senegal,Yehvann Diouf,Yehvann,Diouf,Diouf,GK,1,Nice,1999-11-16,
SEN,Senegal,Mamadou Sarr,Mamadou,Sarr,Sarr,DEF,2,Chelsea,2005-08-29,
SEN,Senegal,Kalidou Koulibaly,Kalidou,Koulibaly,Koulibaly,DEF,3,Al-Hilal,1991-06-20,
SEN,Senegal,Abdoulaye Seck,Abdoulaye,Seck,Seck,DEF,4,Maccabi Haifa,1992-06-04,
SEN,Senegal,Idrissa Gueye,Idrissa,Gueye,Gueye,MID,5,Everton,1989-09-26,
SEN,Senegal,Pathé Ciss,Pathe,Ciss,Ciss,MID,6,Rayo Vallecano,1994-03-16,
SEN,Senegal,Assane Diao,Assane,Diao,Diao,FWD,7,Como,2005-09-07,
SEN,Senegal,Lamine Camara,Lamine,Camara,Camara,MID,8,Monaco,2004-01-01,
SEN,Senegal,Bamba Dieng,Bamba,Dieng,Dieng,FWD,9,Lorient,2000-03-23,
SEN,Senegal,Sadio Mané,Sadio,Mane,Mané,FWD,10,Al-Nassr,1992-04-10,
SEN,Senegal,Nicolas Jackson,Nicolas,Jackson,Jackson,FWD,11,Bayern Munich,2001-06-20,
SEN,Senegal,Cherif Ndiaye,Cherif,Ndiaye,Ndiaye,FWD,12,Samsunspor,1996-01-23,
SEN,Senegal,Iliman Ndiaye,Iliman,Ndiaye,Ndiaye,FWD,13,Everton,2000-03-06,
SEN,Senegal,Ismail Jakobs,Ismail,Jakobs,Jakobs,DEF,14,Galatasaray,1999-08-17,
SEN,Senegal,Krépin Diatta,Krepin,Diatta,Diatta,DEF,15,Monaco,1999-02-25,
SEN,Senegal,Édouard Mendy,Edouard,Mendy,Mendy,GK,16,Al-Ahli,1992-03-01,
SEN,Senegal,Pape Matar Sarr,Pape Matar,Sarr,Sarr,MID,17,Tottenham Hotspur,2002-09-14,
SEN,Senegal,Ismaïla Sarr,Ismaila,Sarr,Sarr,FWD,18,Crystal Palace,1998-02-25,
SEN,Senegal,Moussa Niakhaté,Moussa,Niakhate,Niakhaté,DEF,19,Lyon,1996-03-08,
SEN,Senegal,Ibrahim Mbaye,Ibrahim,Mbaye,Mbaye,FWD,20,Paris Saint-Germain,2008-01-24,
SEN,Senegal,Habib Diarra,Habib,Diarra,Diarra,MID,21,Sunderland,2004-01-03,
SEN,Senegal,Bara Sapoko Ndiaye,Bara,Sapoko Ndiaye,Ndiaye,MID,22,Bayern Munich,2007-12-31,
SEN,Senegal,Mory Diaw,Mory,Diaw,Diaw,GK,23,Le Havre,1993-06-22,
SEN,Senegal,Antoine Mendy,Antoine,Mendy,Mendy,DEF,24,Nice,2004-05-27,
SEN,Senegal,El Hadji Malick Diouf,El Hadji Malick,Diouf,Diouf,DEF,25,West Ham United,2004-12-29,
SEN,Senegal,Pape Gueye,Pape,Gueye,Gueye,MID,26,Villarreal,1999-01-24,
ALG,Argélia,Melvin Mastil,Melvin,Mastil,Mastil,GK,1,Stade Nyonnais,2000-02-19,
ALG,Argélia,Aïssa Mandi,Aissa,Mandi,Mandi,DEF,2,Lille,1991-10-22,
ALG,Argélia,Achref Abada,Achref,Abada,Abada,DEF,3,USM Alger,1999-06-15,
ALG,Argélia,Mohamed Amine Tougai,Mohamed Amine,Tougai,Tougai,DEF,4,Espérance de Tunis,2000-01-22,
ALG,Argélia,Zineddine Belaïd,Zineddine,Belaid,Belaïd,DEF,5,JS Kabylie,1999-03-20,
ALG,Argélia,Ramiz Zerrouki,Ramiz,Zerrouki,Zerrouki,MID,6,Twente,1998-05-26,
ALG,Argélia,Riyad Mahrez,Riyad,Mahrez,Mahrez,FWD,7,Al-Ahli,1991-02-21,
ALG,Argélia,Houssem Aouar,Houssem,Aouar,Aouar,MID,8,Al-Ittihad,1998-06-30,
ALG,Argélia,Amine Gouiri,Amine,Gouiri,Gouiri,FWD,9,Marseille,2000-02-16,
ALG,Argélia,Farès Chaïbi,Fares,Chaibi,Chaïbi,MID,10,Eintracht Frankfurt,2002-11-28,
ALG,Argélia,Anis Hadj Moussa,Anis,Hadj Moussa,Moussa,FWD,11,Feyenoord,2002-02-11,
ALG,Argélia,Nadhir Benbouali,Nadhir,Benbouali,Benbouali,FWD,12,Győri ETO,2000-04-17,
ALG,Argélia,Jaouen Hadjam,Jaouen,Hadjam,Hadjam,DEF,13,Young Boys,2003-03-26,
ALG,Argélia,Hicham Boudaoui,Hicham,Boudaoui,Boudaoui,MID,14,Nice,1999-09-23,
ALG,Argélia,Rayan Aït-Nouri,Rayan,Ait-Nouri,Aït-Nouri,DEF,15,Manchester City,2001-06-06,
ALG,Argélia,Oussama Benbot,Oussama,Benbot,Benbot,GK,16,USM Alger,1994-10-11,
ALG,Argélia,Rafik Belghali,Rafik,Belghali,Belghali,DEF,17,Hellas Verona,2002-06-07,
ALG,Argélia,Mohamed Amoura,Mohamed,Amoura,Amoura,FWD,18,VfL Wolfsburg,2000-05-09,
ALG,Argélia,Nabil Bentaleb,Nabil,Bentaleb,Bentaleb,MID,19,Lille,1994-11-24,
ALG,Argélia,Adil Boulbina,Adil,Boulbina,Boulbina,FWD,20,Al-Duhail,2003-05-02,
ALG,Argélia,Ramy Bensebaini,Ramy,Bensebaini,Bensebaini,DEF,21,Borussia Dortmund,1995-04-16,
ALG,Argélia,Ibrahim Maza,Ibrahim,Maza,Maza,MID,22,Bayer Leverkusen,2005-11-24,
ALG,Argélia,Luca Zidane,Luca,Zidane,Zidane,GK,23,Granada,1998-05-13,
ALG,Argélia,Yacine Titraoui,Yacine,Titraoui,Titraoui,MID,24,Charleroi,2003-07-26,
ALG,Argélia,Farès Ghedjemis,Fares,Ghedjemis,Ghedjemis,FWD,25,Frosinone,2002-09-06,
ALG,Argélia,Samir Chergui,Samir,Chergui,Chergui,DEF,26,Paris FC,1999-02-06,
ARG,Argentina,Juan Musso,Juan,Musso,Musso,GK,1,Atlético Madrid,1994-05-06,
ARG,Argentina,Marcos Senesi,Marcos,Senesi,Senesi,DEF,2,Bournemouth,1997-05-10,
ARG,Argentina,Nicolás Tagliafico,Nicolas,Tagliafico,Tagliafico,DEF,3,Lyon,1992-08-31,
ARG,Argentina,Gonzalo Montiel,Gonzalo,Montiel,Montiel,DEF,4,River Plate,1997-01-01,
ARG,Argentina,Leandro Paredes,Leandro,Paredes,Paredes,MID,5,Boca Juniors,1994-06-29,
ARG,Argentina,Lisandro Martínez,Lisandro,Martinez,Martínez,DEF,6,Manchester United,1998-01-18,
ARG,Argentina,Rodrigo De Paul,Rodrigo,De Paul,Paul,MID,7,Inter Miami CF,1994-05-24,
ARG,Argentina,Valentín Barco,Valentin,Barco,Barco,MID,8,Strasbourg,2004-07-23,
ARG,Argentina,Julián Alvarez,Julian,Alvarez,Alvarez,FWD,9,Atlético Madrid,2000-01-31,
ARG,Argentina,Lionel Messi,Lionel,Messi,Messi,FWD,10,Inter Miami CF,1987-06-24,
ARG,Argentina,Giovani Lo Celso,Giovani,Lo Celso,Celso,MID,11,Real Betis,1996-04-09,
ARG,Argentina,Gerónimo Rulli,Geronimo,Rulli,Rulli,GK,12,Marseille,1992-05-20,
ARG,Argentina,Cristian Romero,Cristian,Romero,Romero,DEF,13,Tottenham Hotspur,1998-04-27,
ARG,Argentina,Exequiel Palacios,Exequiel,Palacios,Palacios,MID,14,Bayer Leverkusen,1998-10-05,
ARG,Argentina,Nicolás González,Nicolas,Gonzalez,González,MID,15,Atlético Madrid,1998-04-06,
ARG,Argentina,Thiago Almada,Thiago,Almada,Almada,FWD,16,Atlético Madrid,2001-04-26,
ARG,Argentina,Giuliano Simeone,Giuliano,Simeone,Simeone,FWD,17,Atlético Madrid,2002-12-18,
ARG,Argentina,Nico Paz,Nico,Paz,Paz,FWD,18,Como,2004-09-08,
ARG,Argentina,Nicolás Otamendi,Nicolas,Otamendi,Otamendi,DEF,19,Benfica,1988-02-12,
ARG,Argentina,Alexis Mac Allister,Alexis,Mac Allister,Allister,MID,20,Liverpool,1998-12-24,
ARG,Argentina,José Manuel López,Jose Manuel,Lopez,López,FWD,21,Palmeiras,2000-12-06,
ARG,Argentina,Lautaro Martínez,Lautaro,Martinez,Martínez,FWD,22,Inter Milan,1997-08-22,
ARG,Argentina,Emiliano Martínez,Emiliano,Martinez,Martínez,GK,23,Aston Villa,1992-09-02,
ARG,Argentina,Enzo Fernández,Enzo,Fernandez,Fernández,MID,24,Chelsea,2001-01-17,
ARG,Argentina,Facundo Medina,Facundo,Medina,Medina,DEF,25,Marseille,1999-05-28,
ARG,Argentina,Nahuel Molina,Nahuel,Molina,Molina,DEF,26,Atlético Madrid,1998-04-06,
AUT,Áustria,Alexander Schlager,Alexander,Schlager,Schlager,GK,1,Red Bull Salzburg,1996-02-01,
AUT,Áustria,David Affengruber,David,Affengruber,Affengruber,DEF,2,Elche,2001-03-19,
AUT,Áustria,Kevin Danso,Kevin,Danso,Danso,DEF,3,Tottenham Hotspur,1998-09-19,
AUT,Áustria,Xaver Schlager,Xaver,Schlager,Schlager,MID,4,RB Leipzig,1997-09-28,
AUT,Áustria,Stefan Posch,Stefan,Posch,Posch,DEF,5,Mainz 05,1997-05-14,
AUT,Áustria,Nicolas Seiwald,Nicolas,Seiwald,Seiwald,MID,6,RB Leipzig,2001-05-04,
